Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
55.5,177884000,122,1458065.6,723856.0,82720,3206048,1073243.8,cuModuleLoadData
28.9,92591104,126,734850.0,59200.0,26560,1882944,781964.0,cuModuleUnload
11.3,36133024,14,2580930.3,15296.0,2784,22893056,6486452.8,cudaStreamSynchronize
1.1,3501312,195,17955.4,17856.0,12352,43904,3908.5,cuLaunchKernelEx
0.9,3013792,225,13394.6,11648.0,8448,74944,7446.4,cuLaunchKernel
0.9,2897120,56,51734.3,48352.0,44960,94688,8577.3,cuMemcpyDtoH_v2
0.5,1669120,4,417280.0,419888.0,118016,711328,318939.0,cuModuleLoadFatBinary
0.4,1135264,852,1332.5,1216.0,1024,12512,715.8,cudaEventCreateWithFlags
0.3,1061600,852,1246.0,1088.0,768,47872,1979.1,cudaEventDestroy
0.1,167776,9,18641.8,17440.0,1824,70624,21807.6,cudaFree
0.0,99168,5,19833.6,19648.0,8032,32064,8689.5,cudaMalloc
0.0,95520,8,11940.0,928.0,512,89280,31251.8,cudaMemsetAsync
0.0,82656,2,41328.0,41328.0,27904,54752,18984.4,cudaLaunchKernel
0.0,80928,2,40464.0,40464.0,33408,47520,9978.7,cudaMemcpyAsync
0.0,67168,4,16792.0,14416.0,12576,25760,6128.8,cudaStreamCreate
0.0,66272,4,16568.0,11632.0,8224,34784,12274.0,cuStreamCreate
0.0,39968,4,9992.0,9216.0,6304,15232,3851.1,cuStreamDestroy_v2
0.0,39648,4,9912.0,7328.0,6720,18272,5581.2,cudaStreamDestroy
0.0,27392,4,6848.0,4256.0,3904,14976,5423.5,cuEventCreate
0.0,26656,4,6664.0,6704.0,5216,8032,1316.6,cudaStreamIsCapturing_v10000
0.0,19360,8,2420.0,1936.0,1568,6080,1505.4,cuCtxSetCurrent
0.0,11232,4,2808.0,2688.0,1952,3904,810.5,cuEventDestroy_v2
0.0,3808,4,952.0,928.0,832,1120,123.6,cuModuleGetLoadingMode
