Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
61.3,542845632,281,1931835.0,2866944.0,70784,3904576,1551421.5,cuModuleLoadData
34.7,307410816,285,1078634.4,1715424.0,23360,2292576,893902.4,cuModuleUnload
1.6,14482816,14,1034486.9,8080.0,2304,10895488,2930669.0,cudaStreamSynchronize
0.9,8176576,165,49555.0,48608.0,46112,93600,4324.7,cuMemcpyDtoH_v2
0.5,4417344,250,17669.4,17008.0,12672,61312,4510.7,cuLaunchKernelEx
0.4,3570272,250,14281.1,12544.0,9248,80768,6529.3,cuLaunchKernel
0.2,1660032,1410,1177.3,1088.0,896,20448,622.9,cudaEventCreateWithFlags
0.2,1571296,1410,1114.4,928.0,736,63712,1955.0,cudaEventDestroy
0.1,557568,4,139392.0,125984.0,114272,191328,35062.6,cuModuleLoadFatBinary
0.0,233440,114,2047.7,1984.0,1376,7456,593.3,cuStreamWaitEvent
0.0,231808,86,2695.4,2480.0,1600,10976,1070.5,cuEventRecord
0.0,132352,9,14705.8,14720.0,1536,51648,16046.8,cudaFree
0.0,100352,5,20070.4,19200.0,7168,34048,9570.9,cudaMalloc
0.0,91648,8,11456.0,608.0,320,86816,30451.7,cudaMemsetAsync
0.0,84928,90,943.6,512.0,448,16672,1789.1,cuEventCreate
0.0,77184,6,12864.0,8256.0,5120,38752,12864.9,cuStreamCreate
0.0,75904,6,12650.7,6416.0,4864,46464,16581.2,cudaStreamDestroy
0.0,74560,2,37280.0,37280.0,28672,45888,12173.6,cudaMemcpyAsync
0.0,70944,6,11824.0,11104.0,4384,25792,7387.8,cudaStreamCreate
0.0,52384,1,52384.0,52384.0,52384,52384,0.0,cudaLaunchKernel
0.0,48640,6,8106.7,5952.0,5248,17472,4760.7,cuStreamDestroy_v2
0.0,44800,90,497.8,352.0,320,3776,457.3,cuEventDestroy_v2
0.0,27200,4,6800.0,6272.0,4896,9760,2229.5,cudaStreamIsCapturing_v10000
0.0,19200,8,2400.0,1648.0,1344,6112,1658.2,cuCtxSetCurrent
0.0,3232,4,808.0,816.0,576,1024,217.6,cuModuleGetLoadingMode
