Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
62.0,13575872,5,2715174.4,630848.0,11744,7528640,3384466.6,cudaStreamSynchronize
20.8,4547648,254,17904.1,15552.0,12576,59264,6605.2,cuLaunchKernel
8.3,1811744,86,21066.8,18480.0,15392,49792,6583.1,cudaLaunchKernel
5.3,1161280,56,20737.1,18944.0,15168,37344,4718.9,cuLaunchKernelEx
1.8,390880,110,3553.5,3136.0,2208,41184,3694.2,cuEventRecord
1.3,294464,110,2676.9,2560.0,1952,6720,588.7,cuStreamWaitEvent
0.4,82080,1,82080.0,82080.0,82080,82080,0.0,cudaMemcpyAsync
0.1,23264,4,5816.0,5840.0,5312,6272,410.1,cudaStreamIsCapturing_v10000
