Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
61.4,554241600,281,1972390.0,2910816.0,75744,4148704,1579523.3,cuModuleLoadData
34.4,310786112,285,1090477.6,1732224.0,22880,2323232,904087.4,cuModuleUnload
1.6,14880320,14,1062880.0,8592.0,2400,10906848,2912742.5,cudaStreamSynchronize
0.9,8241984,165,49951.4,48832.0,45856,95488,5064.3,cuMemcpyDtoH_v2
0.5,4487424,250,17949.7,17152.0,13120,35008,3769.0,cuLaunchKernelEx
0.4,3678368,250,14713.5,13024.0,9344,85440,7165.1,cuLaunchKernel
0.2,1672352,1410,1186.1,1120.0,896,8736,345.8,cudaEventCreateWithFlags
0.2,1605312,1410,1138.5,832.0,736,81856,2640.0,cudaEventDestroy
0.2,1511552,4,377888.0,379504.0,118336,634208,290422.8,cuModuleLoadFatBinary
0.0,243392,86,2830.1,2592.0,2048,11264,1047.0,cuEventRecord
0.0,239584,114,2101.6,2080.0,1376,7712,637.3,cuStreamWaitEvent
0.0,136512,9,15168.0,15840.0,1728,52064,16126.7,cudaFree
0.0,98912,5,19782.4,19424.0,7360,33088,9105.7,cudaMalloc
0.0,81472,2,40736.0,40736.0,31808,49664,12626.1,cudaMemcpyAsync
0.0,79008,6,13168.0,6912.0,5056,47456,16817.2,cudaStreamDestroy
0.0,76128,90,845.9,512.0,416,17216,1855.9,cuEventCreate
0.0,72736,6,12122.7,11600.0,4480,26528,7695.3,cudaStreamCreate
0.0,71968,6,11994.7,8320.0,4384,34240,11197.6,cuStreamCreate
0.0,57664,8,7208.0,592.0,352,53216,18592.3,cudaMemsetAsync
0.0,52768,1,52768.0,52768.0,52768,52768,0.0,cudaLaunchKernel
0.0,47232,6,7872.0,6320.0,5056,16096,4123.3,cuStreamDestroy_v2
0.0,42784,90,475.4,352.0,320,2912,383.4,cuEventDestroy_v2
0.0,27136,4,6784.0,5808.0,4992,10528,2576.3,cudaStreamIsCapturing_v10000
0.0,18016,8,2252.0,1584.0,1344,5856,1534.4,cuCtxSetCurrent
0.0,3232,4,808.0,752.0,480,1248,332.9,cuModuleGetLoadingMode
