Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
51.9,155427488,122,1273995.8,124816.0,74784,3154560,1248585.3,cuModuleLoadData
31.1,93191072,126,739611.7,63440.0,26720,1908320,788136.3,cuModuleUnload
11.8,35372928,14,2526637.7,17152.0,2944,22096160,6295059.1,cudaStreamSynchronize
1.2,3709376,195,19022.4,19488.0,12096,30464,3273.6,cuLaunchKernelEx
1.1,3160992,225,14048.9,13088.0,8288,81952,7435.8,cuLaunchKernel
1.0,2952384,56,52721.1,51280.0,44896,101568,8696.9,cuMemcpyDtoH_v2
0.9,2714816,4,678704.0,674496.0,383168,982656,269942.1,cuModuleLoadFatBinary
0.4,1321056,852,1550.5,1120.0,928,240832,8265.4,cudaEventCreateWithFlags
0.3,922432,852,1082.7,928.0,736,33184,1210.1,cudaEventDestroy
0.1,165952,9,18439.1,18144.0,1760,74784,22873.6,cudaFree
0.0,125600,4,31400.0,18960.0,11360,76320,30594.1,cudaStreamCreate
0.0,94624,5,18924.8,17792.0,8448,30112,7789.6,cudaMalloc
0.0,82528,2,41264.0,41264.0,34240,48288,9933.4,cudaMemcpyAsync
0.0,81792,2,40896.0,40896.0,27584,54208,18826.0,cudaLaunchKernel
0.0,70304,8,8788.0,928.0,448,64416,22479.3,cudaMemsetAsync
0.0,67328,4,16832.0,13024.0,8320,32960,11041.1,cuStreamCreate
0.0,39264,4,9816.0,8224.0,7232,15584,3896.2,cuStreamDestroy_v2
0.0,39104,4,9776.0,6912.0,6304,18976,6152.5,cudaStreamDestroy
0.0,29280,4,7320.0,7104.0,4832,10240,2260.8,cudaStreamIsCapturing_v10000
0.0,27520,4,6880.0,4096.0,3648,15680,5871.0,cuEventCreate
0.0,18720,8,2340.0,1808.0,1280,6080,1590.0,cuCtxSetCurrent
0.0,9664,4,2416.0,2240.0,1856,3328,660.2,cuEventDestroy_v2
0.0,3616,4,904.0,912.0,672,1120,204.7,cuModuleGetLoadingMode
