Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
62.1,575044800,281,2046422.8,2916320.0,74816,3963200,1507666.0,cuModuleLoadData
34.0,315095296,285,1105597.5,1714880.0,23168,2317920,917641.1,cuModuleUnload
1.3,12055552,14,861110.9,8704.0,2464,10691584,2837713.9,cudaStreamSynchronize
0.9,8288000,165,50230.3,48928.0,45824,98336,5923.6,cuMemcpyDtoH_v2
0.5,4901568,250,19606.3,18496.0,12608,35712,4556.7,cuLaunchKernelEx
0.4,3980640,250,15922.6,14368.0,9536,82208,8249.6,cuLaunchKernel
0.2,1977920,4,494480.0,486544.0,430656,574176,67408.5,cuModuleLoadFatBinary
0.2,1635552,1410,1160.0,1088.0,896,9376,366.6,cudaEventCreateWithFlags
0.2,1456960,1410,1033.3,832.0,736,41792,1165.2,cudaEventDestroy
0.0,392736,6,65456.0,20592.0,7936,288544,109630.1,cudaMalloc
0.0,245344,114,2152.1,2144.0,1152,7040,616.6,cuStreamWaitEvent
0.0,239232,86,2781.8,2592.0,1696,10592,1008.2,cuEventRecord
0.0,144160,6,24026.7,11872.0,4736,78816,28059.2,cudaStreamCreate
0.0,138752,9,15416.9,15232.0,1728,51520,16146.9,cudaFree
0.0,94848,90,1053.9,768.0,448,18240,1959.4,cuEventCreate
0.0,81024,2,40512.0,40512.0,33888,47136,9367.8,cudaMemcpyAsync
0.0,76224,6,12704.0,6000.0,5664,46432,16525.0,cudaStreamDestroy
0.0,72064,6,12010.7,8576.0,4896,32928,10500.7,cuStreamCreate
0.0,62048,8,7756.0,688.0,384,57152,19961.4,cudaMemsetAsync
0.0,53568,1,53568.0,53568.0,53568,53568,0.0,cudaLaunchKernel
0.0,46912,6,7818.7,6384.0,4896,16736,4485.4,cuStreamDestroy_v2
0.0,46592,90,517.7,352.0,320,3136,423.7,cuEventDestroy_v2
0.0,35808,5,7161.6,7200.0,4928,10176,2187.0,cudaStreamIsCapturing_v10000
0.0,19360,8,2420.0,1808.0,1504,6080,1544.3,cuCtxSetCurrent
0.0,3296,4,824.0,800.0,640,1056,179.8,cuModuleGetLoadingMode
