isl,osl,trial_count,prefill_gpu_median_ms,prefill_gpu_mean_ms,prefill_gpu_std_ms,prefill_gpu_cv_percent,prefill_gpu_min_ms,prefill_gpu_max_ms,prefill_gpu_p90_ms,prefill_tps_median,ttft_median_ms,ttft_mean_ms,ttft_std_ms,ttft_cv_percent,ttft_min_ms,ttft_max_ms,ttft_p90_ms,tpot_median_ms,tpot_mean_ms,tpot_std_ms,tpot_cv_percent,tpot_min_ms,tpot_max_ms,tpot_p90_ms,decode_tps_median,decode_tps_mean,decode_tps_std,decode_tps_cv_percent,decode_tps_min,decode_tps_max,decode_tps_p90,e2e_median_ms,e2e_mean_ms,e2e_std_ms,e2e_cv_percent,e2e_min_ms,e2e_max_ms,e2e_p90_ms,minimum_memavailable_bytes,maximum_swap_used_bytes,cache_all_valid,osl_all_exact,stable,power_mode_consistent
32,32,10,128.82810974121094,128.91773834228516,0.400424738237755,0.31060484258155435,128.44374084472656,129.6399383544922,129.4692840576172,248.39299719136878,129.0669925,129.19192619999998,0.39365449101515476,0.3047051798002798,128.644308,129.839341,129.676553,125.2064855483871,125.19916383225807,0.23384544088281892,0.18677875612342365,124.79331958064515,125.61957690322579,125.40413877419356,7.986809491123463,7.9872988678339185,0.014917445917890244,0.18676458919003386,7.960542653080062,8.013249454060482,8.00097829355314,4010.8645365,4010.366005,7.126125085259402,0.17769263644202976,3997.75915,4023.253241,4016.360966,2709458944,378535936,True,True,True,True
128,32,10,128.38485717773438,128.1345245361328,1.316034539715865,1.0270725586879241,124.71247863769531,129.31497192382812,129.1643524169922,997.0087354123903,128.68153999999998,128.3705949,1.348146620793601,1.0501989352341945,124.87041,129.595897,129.509998,121.16773006451612,121.1614022096774,0.14759680727330624,0.12181833866356276,120.82000938709677,121.39651216129032,121.25242364516129,8.253022493094988,8.253464542182547,0.010065114750889038,0.12195017861223427,8.237468953567431,8.276774725253391,8.257028853410901,3885.1918665000003,3884.3740634,4.879010746482604,0.12560609938302378,3873.878359,3892.196889,3886.986216,2565287936,378535936,True,True,True,True
512,32,10,300.93365478515625,298.2618072509766,9.116220044156641,3.056449006387757,278.5419616699219,311.82781982421875,305.6921081542969,1701.3724937116472,301.301014,298.5389936,9.081174943162834,3.041872297369074,278.933306,312.030766,305.880931,118.44005498387097,118.45226006129033,0.22155833603084832,0.18704441427813043,117.99636177419356,118.83947151612904,118.62787438709677,8.443089961103013,8.442246269992275,0.015800635247349395,0.18716150586026264,8.41471261393382,8.47483757095556,8.452904440720506,3971.5778215,3970.5590555000003,9.951257458502074,0.2506261037653536,3956.397412,3986.482163,3982.615636,2544242688,376963072,True,True,True,True
1024,32,10,614.4094543457031,616.3073425292969,5.160505809429968,0.8373266799404808,610.6101684570312,624.552490234375,622.71630859375,1666.6437699873416,614.6074865,616.539606,5.165732529610592,0.8378589922430046,610.960269,624.765841,622.928601,115.54206616129034,115.47905606774194,0.26111342290890727,0.22611322935973235,115.11676322580644,115.80718177419355,115.72959764516128,8.654860155845213,8.659618796875307,0.019593760856818496,0.22626585899934312,8.635043048969523,8.68683215179059,8.686559271287793,4197.960106500001,4196.3903441,8.329023738733522,0.1984806716192139,4183.433207,4210.247004,4203.017174,2420109312,538181632,True,True,True,True
