invocation_index,layer_index,layer_name,nvtx_start_ns,nvtx_end_ns,nvtx_duration_ns,correlation_id,kernel_family,kernel_name,kernel_start_ns,kernel_end_ns,kernel_duration_ns,kernel_overlap_with_nvtx_ns,kernel_after_nvtx_end_ns,kernel_before_nvtx_start_ns,kernel_launch_api,kernel_launch_api_duration_ns
6,19,/up_proj_19/MatMul,11072722496,11072762944,40448,16402,sm80_xmma_gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,11075128192,11075242656,114464,0,2479712,0,cuLaunchKernelEx,12640
6,20,/up_proj_20/MatMul,11073228864,11073269536,40672,16431,sm80_xmma_gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,11075757088,11075869728,112640,0,2600192,0,cuLaunchKernelEx,12800
6,21,/up_proj_21/MatMul,11073722112,11073770784,48672,16460,sm80_xmma_gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,11076372192,11076486752,114560,0,2715968,0,cuLaunchKernelEx,20192
6,22,/up_proj_22/MatMul,11074231488,11074276192,44704,16489,sm80_xmma_gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,11076993440,11077114528,121088,0,2838336,0,cuLaunchKernelEx,12864
6,23,/up_proj_23/MatMul,11074696672,11074738496,41824,16518,sm80_xmma_gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,11077623040,11077736352,113312,0,2997856,0,cuLaunchKernelEx,12992
6,24,/up_proj_24/MatMul,11075194720,11075242144,47424,16547,sm80_xmma_gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,11078246336,11078360128,113792,0,3117984,0,cuLaunchKernelEx,18976
6,25,/up_proj_25/MatMul,11075754624,11075794432,39808,16576,sm80_xmma_gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,11078870944,11078981856,110912,0,3187424,0,cuLaunchKernelEx,12352
6,26,/up_proj_26/MatMul,11076271680,11076310688,39008,16605,sm80_xmma_gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,11079475072,11079589632,114560,0,3278944,0,cuLaunchKernelEx,12992
6,27,/up_proj_27/MatMul,11076737632,11076787744,50112,16633,sm80_xmma_gemm,sm80_xmma_gemm_f16f16_f16f32_f32_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,11080108896,11080221952,113056,0,3434208,0,cuLaunchKernelEx,21440
7,0,/up_proj/MatMul,11099733952,11099786080,52128,17329,sm80_xmma_gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,11099877856,11099993440,115584,0,207360,0,cuLaunchKernelEx,20800
7,1,/up_proj_1/MatMul,11100299616,11100347424,47808,17362,sm80_xmma_gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,11100504992,11100619456,114464,0,272032,0,cuLaunchKernelEx,17184
7,2,/up_proj_2/MatMul,11100805696,11100850016,44320,17389,sm80_xmma_gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,11101188416,11101301248,112832,0,451232,0,cuLaunchKernelEx,15008
7,3,/up_proj_3/MatMul,11101322144,11101365728,43584,17418,sm80_xmma_gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,11101805824,11101916704,110880,0,550976,0,cuLaunchKernelEx,15424
7,4,/up_proj_4/MatMul,11101841696,11101894944,53248,17447,sm80_xmma_gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,11102422208,11102534656,112448,0,639712,0,cuLaunchKernelEx,20512
7,5,/up_proj_5/MatMul,11102376416,11102422560,46144,17476,sm80_xmma_gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,11103048544,11103162208,113664,0,739648,0,cuLaunchKernelEx,17088
7,6,/up_proj_6/MatMul,11102893632,11102938048,44416,17505,sm80_xmma_gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,11103671008,11103782656,111648,0,844608,0,cuLaunchKernelEx,16160
7,7,/up_proj_7/MatMul,11103460288,11103518400,58112,17534,sm80_xmma_gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,11104292960,11104406080,113120,0,887680,0,cuLaunchKernelEx,23680
7,8,/up_proj_8/MatMul,11103996192,11104038752,42560,17562,sm80_xmma_gemm,sm80_xmma_gemm_f16f16_f16f32_f32_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,11104961408,11105073984,112576,0,1035232,0,cuLaunchKernelEx,14176
7,9,/up_proj_9/MatMul,11104472320,11104512448,40128,17591,sm80_xmma_gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,11105590944,11105703680,112736,0,1191232,0,cuLaunchKernelEx,13024
7,10,/up_proj_10/MatMul,11104969600,11105012576,42976,17620,sm80_xmma_gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,11106208896,11106321664,112768,0,1309088,0,cuLaunchKernelEx,14080
7,11,/up_proj_11/MatMul,11105482720,11105536032,53312,17649,sm80_xmma_gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,11106824000,11106938336,114336,0,1402304,0,cuLaunchKernelEx,19744
7,12,/up_proj_12/MatMul,11106010080,11106058688,48608,17678,sm80_xmma_gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,11107449120,11107565120,116000,0,1506432,0,cuLaunchKernelEx,20576
7,13,/up_proj_13/MatMul,11106523648,11106564704,41056,17707,sm80_xmma_gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,11108075488,11108189664,114176,0,1624960,0,cuLaunchKernelEx,13408
7,14,/up_proj_14/MatMul,11106998752,11107042240,43488,17735,sm80_xmma_gemm,sm80_xmma_gemm_f16f16_f16f32_f32_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,11108735392,11108850208,114816,0,1807968,0,cuLaunchKernelEx,17120
7,15,/up_proj_15/MatMul,11107551744,11107600320,48576,17764,sm80_xmma_gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,11109369600,11109484000,114400,0,1883680,0,cuLaunchKernelEx,18944
7,16,/up_proj_16/MatMul,11108075264,11108117696,42432,17793,sm80_xmma_gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,11110000928,11110115424,114496,0,1997728,0,cuLaunchKernelEx,13504
7,17,/up_proj_17/MatMul,11108573024,11108618912,45888,17822,sm80_xmma_gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,11110630496,11110742816,112320,0,2123904,0,cuLaunchKernelEx,18176
7,18,/up_proj_18/MatMul,11109053248,11109099872,46624,17851,sm80_xmma_gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,11111266400,11111381792,115392,0,2281920,0,cuLaunchKernelEx,18304
7,19,/up_proj_19/MatMul,11109555104,11109600064,44960,17880,sm80_xmma_gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,11111881920,11111994912,112992,0,2394848,0,cuLaunchKernelEx,17664
7,20,/up_proj_20/MatMul,11110073024,11110121120,48096,17909,sm80_xmma_gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,11112525568,11112693440,167872,0,2572320,0,cuLaunchKernelEx,18368
7,21,/up_proj_21/MatMul,11110605568,11110653632,48064,17938,sm80_xmma_gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,11113400896,11113581696,180800,0,2928064,0,cuLaunchKernelEx,18016
7,22,/up_proj_22/MatMul,11111115776,11111156640,40864,17967,sm80_xmma_gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,11114355680,11114540096,184416,0,3383456,0,cuLaunchKernelEx,13568
7,23,/up_proj_23/MatMul,11111654112,11111700352,46240,17996,sm80_xmma_gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,11115310272,11115491872,181600,0,3791520,0,cuLaunchKernelEx,19008
7,24,/up_proj_24/MatMul,11112160352,11112206080,45728,18025,sm80_xmma_gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,11116262816,11116446624,183808,0,4240544,0,cuLaunchKernelEx,15872
7,25,/up_proj_25/MatMul,11112685184,11112735520,50336,18054,sm80_xmma_gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,11117220672,11117404896,184224,0,4669376,0,cuLaunchKernelEx,21056
7,26,/up_proj_26/MatMul,11113186880,11113233312,46432,18083,sm80_xmma_gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,11118170944,11118354976,184032,0,5121664,0,cuLaunchKernelEx,18560
7,27,/up_proj_27/MatMul,11113677760,11113730880,53120,18111,sm80_xmma_gemm,sm80_xmma_gemm_f16f16_f16f32_f32_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,11119135360,11119313024,177664,0,5582144,0,cuLaunchKernelEx,24320
