Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
0.3,825312,108,7641.8,7744.0,4320,10624,1820.2,__myl_AddSqrDivMulMulResSliSliNegConMulMulAdd_0xf1ba08cc3beaba8ee91b0504be9c2cf4
0.3,812320,4,203080.0,184928.0,142016,300448,76476.0,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt
0.3,811904,84,9665.5,11232.0,5696,12736,2459.2,__myl_ResMulMea_0xa004b8b1aee1c828801c9405f41c9d8a_com_vec
0.2,527264,27,19528.3,20672.0,9984,21792,3757.0,__myl_AddSqrDivMulMulResSliSliNegConMulMulAddConResRepResTra_0x5aea462b6a819ceadd3ebb32874c078f_com
0.2,465952,28,16641.1,18128.0,9184,18496,3156.0,__myl_MovResConResRep_0xeb90291bbf009f8413c8500b92afa70a_com
0.2,427488,4,106872.0,97696.0,74944,157152,39054.8,trt_ampere_h16816gemm_64x64_ldg8_relu_stages_64x5_nn_v1
0.1,318336,28,11369.1,12384.0,5504,12640,2348.2,__myl_MulMaxSubExpSumDivMul_0x1108f5a078d6e65507c06537b9b2e43f_com
0.0,91680,7,13097.1,12256.0,7552,19328,4845.6,__myl_MovMulMeaAddSqrDivMulMulCas_0x62665ed68e2d72f01be2ec50e848f2e2_vec
0.0,87616,3,29205.3,31808.0,18656,37152,9518.7,__myl_CasResMulConSinResCosResAddSqrAddSqrDivMulDivMulMulResSliSliNegConMulMulAddConResRepResTraEtc_0x3beb58e4cd3dae3f69eebdbcbcc43980
0.0,72512,3,24170.7,29056.0,13856,29600,8936.9,__myl_CasResMulConSinResCosResAddSqrAddSqrDivMulDivMulMulTraSliSliNegConMulMulAddResSliRepResTraEtc_0xeeda8c3ad0b01a41e68bda37288b89cd_com
0.0,56800,4,14200.0,13408.0,11104,18880,3776.1,__myl_MovMulMeaAddSqrDivMulMul_0x2a5532526e8c57d9427ed6b89bda5183
0.0,52352,4,13088.0,11696.0,9888,19072,4161.6,__myl_CasGat_0xdee2c73dd5d0e0fe099a0774cba2143f
0.0,46624,3,15541.3,15520.0,15520,15584,37.0,__myl_CasGat_0xdee2c73dd5d0e0fe099a0774cba2143f_com
0.0,30560,3,10186.7,10528.0,9504,10528,591.2,"void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)"
0.0,27872,3,9290.7,11200.0,5472,11200,3307.1,__myl_MovMulMeaAddSqrDivMulMul_0x8c7c765d132892c540be4329124deccc_com_vec
0.0,21728,3,7242.7,8224.0,4736,8768,2187.8,__myl_RepIotIotRepCasAddCasEqlLtOrSel_0xeed00a2999d9a920ce4be4d44852c879_com
0.0,13088,1,13088.0,13088.0,13088,13088,0.0,__myl_CasResMulConSinResCosResAddSqrAddSqrDivMulDivMulMulResSliSliNegConMulMulAddConResRepResTraEtc_0x3beb58e4cd3dae3f69eebdbcbcc43980_com
