Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
0.4,1337024,84,15917.0,15808.0,15584,17792,384.6,__myl_MulMaxSubExpSumDivMul_0x1108f5a078d6e65507c06537b9b2e43f
0.4,1326560,112,11844.3,11776.0,11648,12576,164.2,__myl_MovResMulMea_0x8729692710be644f17c7f997918851be
0.4,1293344,84,15397.0,15248.0,14912,16192,375.6,__myl_NegExpAddDivMulMul_0x35e9fa130a3939e5b59c6ddbd0568b35_com_vec
0.4,1266080,84,15072.4,14880.0,14656,16416,432.2,__myl_ResTraResSliRepRes_0xc9f73409107decab95699693f5f53538_com
0.4,1218208,4,304552.0,304096.0,301920,308096,2733.3,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt
0.4,1199328,84,14277.7,14016.0,13664,16288,599.8,__myl_MulMeaAddSqrDivMulMul_0xecca72c958a3414a0b497095c432af2e_com_vec
0.3,1172160,81,14471.1,14656.0,13728,15072,431.8,__myl_AddSqrDivMulMulTraSliSliNegConMulMulAddRes_0x6acc4948abd0f5b32a0e9f68913929b0_com
0.3,1167328,112,10422.6,10560.0,9728,10816,292.5,__myl_MovResMulMea_0x61ec5b9962acde3fddf5628b2e6fd459
0.3,1146400,81,14153.1,13920.0,13664,14944,426.1,__myl_MulMeaAddSqrDivMulMul_0x7950617bc96f544a93cba59dd9f0896c_com_vec
0.3,1007040,108,9324.4,9312.0,9120,10112,135.8,__myl_AddSqrDivMulMulResSliSliNegConMulMulAdd_0xf1ba08cc3beaba8ee91b0504be9c2cf4
0.3,1005120,84,11965.7,12160.0,9696,12736,505.0,__myl_ResMulMea_0xae152563f1149376365003f94aabf3c4_com_vec
0.3,952416,84,11338.3,11296.0,11008,12288,220.1,__myl_ResMulMea_0xa004b8b1aee1c828801c9405f41c9d8a_com_vec
0.2,632128,4,158032.0,157904.0,157632,158688,496.1,trt_ampere_h16816gemm_64x64_ldg8_relu_stages_64x5_nn_v1
0.2,563232,27,20860.4,20736.0,20320,21696,417.3,__myl_AddSqrDivMulMulResSliSliNegConMulMulAddConResRepResTra_0x5aea462b6a819ceadd3ebb32874c078f_com
0.1,507008,28,18107.4,18192.0,17472,19360,442.4,__myl_MovResConResRep_0xeb90291bbf009f8413c8500b92afa70a_com
0.1,351296,28,12546.3,12448.0,12384,14336,361.9,__myl_MulMaxSubExpSumDivMul_0x1108f5a078d6e65507c06537b9b2e43f_com
0.0,142272,7,20324.6,20160.0,18976,21504,830.7,__myl_MovMulMeaAddSqrDivMulMulCas_0x62665ed68e2d72f01be2ec50e848f2e2_vec
0.0,122016,3,40672.0,40576.0,39072,42368,1650.1,__myl_CasResMulConSinResCosResAddSqrAddSqrDivMulDivMulMulResSliSliNegConMulMulAddConResRepResTraEtc_0x3beb58e4cd3dae3f69eebdbcbcc43980
0.0,90144,4,22536.0,22592.0,21792,23168,719.1,__myl_CasGat_0xdee2c73dd5d0e0fe099a0774cba2143f
0.0,88512,3,29504.0,29344.0,28928,30240,670.5,__myl_CasResMulConSinResCosResAddSqrAddSqrDivMulDivMulMulTraSliSliNegConMulMulAddResSliRepResTraEtc_0xeeda8c3ad0b01a41e68bda37288b89cd_com
0.0,73792,4,18448.0,17920.0,17824,20128,1121.2,__myl_MovMulMeaAddSqrDivMulMul_0x2a5532526e8c57d9427ed6b89bda5183
0.0,55808,3,18602.7,18720.0,18208,18880,351.0,__myl_MovMulMeaAddSqrDivMulMul_0x8c7c765d132892c540be4329124deccc_com_vec
0.0,48864,3,16288.0,16672.0,15488,16704,693.0,__myl_CasGat_0xdee2c73dd5d0e0fe099a0774cba2143f_com
0.0,34112,3,11370.7,11392.0,11296,11424,66.6,__myl_RepIotIotRepCasAddCasEqlLtOrSel_0xeed00a2999d9a920ce4be4d44852c879_com
0.0,30304,3,10101.3,10304.0,9440,10560,586.9,"void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)"
0.0,28992,1,28992.0,28992.0,28992,28992,0.0,__myl_CasResMulConSinResCosResAddSqrAddSqrDivMulDivMulMulResSliSliNegConMulMulAddConResRepResTraEtc_0x3beb58e4cd3dae3f69eebdbcbcc43980_com
