PID,TID,DevId,Count,QCount,TAvg (ns),TMed (ns),TMin (ns),TMax (ns),TStdDev (ns),AAvg (ns),AMed (ns),AMin (ns),AMax (ns),AStdDev (ns),QAvg (ns),QMed (ns),QMin (ns),QMax (ns),QStdDev (ns),KAvg (ns),KMed (ns),KMin (ns),KMax (ns),KStdDev (ns),API Name,Kernel Name
649196,649196,0,4,4,692128.0,699952.0,639616,728992,38132.8,16128.0,16032.0,15392,17056,690.3,667224.0,674464.0,615840,704128,37485.1,8776.0,8848.0,8384,9024,281.9,cuLaunchKernel,__myl_MulMinMaxRouCas_0x2bde768f3e1a80e37132bb2f4be64789
649196,649196,0,3,3,691413.3,522240.0,180128,1371872,613618.9,18090.7,18336.0,17312,18624,689.5,658165.3,489504.0,146720,1338272,613419.9,15157.3,15072.0,14976,15424,235.9,cuLaunchKernel,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_0xe663a90863e1c63edebb2571b115f54d_com_vec
649196,649196,0,3,3,689365.3,410496.0,115648,1541952,752935.5,16032.0,15712.0,15392,16992,846.6,647157.3,368992.0,74304,1498176,751588.2,26176.0,25952.0,25792,26784,532.6,cuLaunchKernel,_gemm_mha_v2_0x1c8140cface6b993997d7cd4b7477616
649196,649196,0,7,7,686395.4,686624.0,677696,696352,6501.9,71104.0,70976.0,68352,75424,2345.3,596210.3,597184.0,588992,604576,5538.8,19081.1,19104.0,17984,20160,630.0,cuLaunchKernel,__myl_MovMulMeaAddSqrDivMulMulCas_0x62665ed68e2d72f01be2ec50e848f2e2_vec
649196,649196,0,4,4,684312.0,686944.0,646752,716608,32449.8,15360.0,15392.0,14496,16160,711.7,655272.0,657776.0,619040,686496,31521.9,13680.0,13664.0,13216,14176,457.4,cuLaunchKernel,__myl_MovResMulMea_0x8729692710be644f17c7f997918851be
649196,649196,0,3,3,683872.0,794592.0,108768,1148256,528514.9,15658.7,15872.0,14976,16128,604.9,641856.0,751808.0,67904,1105856,527639.2,26357.3,26528.0,25888,26656,411.5,cuLaunchKernel,_gemm_mha_v2_0xf65d6b1571997bdfc737df09a44d72ad
649196,649196,0,3,3,682261.3,679808.0,668544,698432,15094.3,27808.0,28416.0,26560,28448,1080.9,640128.0,637088.0,625760,657536,16104.6,14325.3,14336.0,14272,14368,48.9,cuLaunchKernel,__myl_ResTraResSliRepRes_0xc9f73409107decab95699693f5f53538_com
649196,649196,0,81,81,682089.5,439712.0,84000,2371808,647656.2,15982.2,15712.0,10656,23488,2706.5,653743.0,411232.0,58400,2347264,647946.2,12364.2,12416.0,10944,14240,799.6,cuLaunchKernel,__myl_ResMulMea_0x356824d54c2e1ab1f7825eefa1e6b632_com_vec
649196,649196,0,3,3,676448.0,106080.0,103584,1819680,990068.7,24053.3,19872.0,18848,33440,8145.2,638933.3,74112.0,57728,1784960,992522.0,13461.3,13120.0,12416,14848,1251.4,cuLaunchKernel,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_0xf1def207df08f4e6d789049433c3866b_com_vec
649196,649196,0,6,6,672997.3,104016.0,102880,1900992,884119.9,17776.0,17568.0,13664,20672,2638.0,642432.0,74224.0,70176,1874976,885108.1,12789.3,12624.0,11776,14880,1143.9,cuLaunchKernel,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_0x631eac58eb6694e001a0929b8bf99c28_com_vec
649196,649196,0,3,3,672309.3,307424.0,113152,1596352,806118.2,16768.0,17216.0,15840,17248,803.8,630016.0,266688.0,69920,1553440,805737.8,25525.3,25664.0,24896,26016,572.7,cuLaunchKernel,_gemm_mha_v2_0xe051501b8c48027b8c2c96139ee1b93f
649196,649196,0,3,3,670656.0,616288.0,110656,1285024,589068.7,15541.3,15328.0,15328,15968,369.5,628938.7,575008.0,69024,1242784,588735.5,26176.0,26272.0,25952,26304,194.6,cuLaunchKernel,_gemm_mha_v2_0xeb55f16e4b7e71fdcdb973b60cd3db5e
649196,649196,0,3,3,670432.0,674528.0,654592,682176,14240.9,79189.3,78688.0,77824,81056,1673.3,581525.3,586784.0,564160,593632,15423.7,9717.3,9856.0,9376,9920,297.3,cuLaunchKernel,__myl_RepIotIotRepCasAddCasEqlLtOrSel_0xeed00a2999d9a920ce4be4d44852c879_com
649196,649196,0,3,3,669237.3,676320.0,651808,679584,15182.2,58240.0,64992.0,43616,66112,12677.1,594517.3,595488.0,591392,596672,2770.6,16480.0,16800.0,15840,16800,554.3,cuLaunchKernel,__myl_CasGat_0xdee2c73dd5d0e0fe099a0774cba2143f_com
649196,649196,0,3,3,665664.0,858912.0,192640,945440,411929.1,18336.0,18464.0,17056,19488,1221.0,632522.7,825664.0,158048,913856,413266.4,14805.3,14784.0,14528,15104,288.6,cuLaunchKernel,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_0x6db55c2885f6b73e7dbf474aec093db8_com_vec
649196,649196,0,6,6,664970.7,668496.0,102688,1246656,501324.7,15306.7,14688.0,11968,19328,3088.8,637040.0,639632.0,71488,1220160,501338.8,12624.0,12288.0,11840,13760,877.2,cuLaunchKernel,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_0xc1e4e1e5e4fa4b9df1194c070c461029_com_vec
649196,649196,0,3,3,662730.7,432352.0,105312,1450528,701574.8,25056.0,20192.0,18976,36000,9497.3,623722.7,397056.0,57696,1416416,707151.6,13952.0,15104.0,11616,15136,2023.1,cuLaunchKernel,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_0x55aaf8a4cec60956953a80afc5c7b2a6_com_vec
649196,649196,0,4,4,660928.0,706288.0,498816,732320,108774.5,15304.0,15552.0,13888,16224,996.1,632112.0,676960.0,471648,702880,107677.4,13512.0,13520.0,13152,13856,348.0,cuLaunchKernel,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_0x2b4860727aa16b8274c6a9e412ad0345
649196,649196,0,81,81,660913.0,502944.0,97536,2340448,639242.3,11017.1,10784.0,8384,15488,1293.5,633440.8,475136.0,68128,2313888,639328.2,16455.1,16544.0,14944,17760,727.6,cuLaunchKernel,__myl_AddSqrDivMulMulTraSliSliNegConMulMulAddRes_0x6acc4948abd0f5b32a0e9f68913929b0_com
649196,649196,0,3,3,660885.3,111168.0,108128,1763360,954772.3,15989.3,15648.0,15616,16704,619.1,618826.7,69632.0,65408,1721440,954893.5,26069.3,26016.0,25920,26272,182.0,cuLaunchKernel,_gemm_mha_v2_0xee0414de60764f75e46b3b8d1e16fc19
649196,649196,0,3,3,655872.0,351488.0,104800,1511328,751044.3,16874.7,16800.0,16320,17504,595.5,624757.3,319648.0,74464,1480160,750875.5,14240.0,14848.0,12832,15040,1223.1,cuLaunchKernel,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_0x39930415a2956c4b8d18ef510c0d5c8a_com_vec
649196,649196,0,1,1,654048.0,654048.0,654048,654048,0.0,19904.0,19904.0,19904,19904,0.0,617344.0,617344.0,617344,617344,0.0,16800.0,16800.0,16800,16800,0.0,cuLaunchKernel,__myl_MovResConResRep_0xeb90291bbf009f8413c8500b92afa70a_com
649196,649196,0,3,3,653781.3,803776.0,123808,1033760,473156.4,16981.3,16768.0,16576,17600,544.3,621952.0,771936.0,92672,1001248,472492.3,14848.0,14912.0,14560,15072,261.9,cuLaunchKernel,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_0x7b2198561702574d86c9afed3e2e35ba_com_vec
649196,649196,0,3,3,652768.0,120384.0,113472,1724448,928108.5,15605.3,15456.0,14688,16672,1000.4,610698.7,79328.0,71616,1681152,927047.8,26464.0,26400.0,26368,26624,139.5,cuLaunchKernel,_gemm_mha_v2_0xab4761469dea155adca77ef52bd80a61
649196,649196,0,3,3,652224.0,646272.0,637504,672896,18431.4,15360.0,15552.0,14944,15584,360.6,612821.3,606656.0,597952,633856,18729.2,24042.7,24032.0,24000,24096,48.9,cuLaunchKernel,_gemm_mha_v2_0x60fab5add8bb246f4c8714685e81d651
649196,649196,0,3,3,648256.0,644256.0,634144,666368,16480.2,21216.0,22272.0,18144,23232,2703.4,615050.7,614464.0,599744,630944,15608.3,11989.3,12128.0,11648,12192,297.3,cuLaunchKernel,__myl_ResMulMea_0xa004b8b1aee1c828801c9405f41c9d8a_com_vec
649196,649196,0,3,3,646186.7,168928.0,107040,1662592,880776.6,16352.0,16992.0,14944,17120,1221.0,603488.0,125632.0,66080,1618752,879748.5,26346.7,26304.0,26016,26720,353.9,cuLaunchKernel,_gemm_mha_v2_0x2f61b06ce635a250b28ae8ee2ab3b5cb
649196,649196,0,3,3,645066.7,723008.0,104800,1107392,505819.9,19445.3,19264.0,17696,21376,1846.7,611594.7,689504.0,70496,1074784,506656.7,14026.7,14240.0,12928,14912,1009.1,cuLaunchKernel,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_0x2354092d3df3900c1fd6815a7ba9dac1_com_vec
649196,649196,0,75,75,643032.3,406592.0,95424,2283680,628688.5,9959.3,9760.0,8512,15488,1151.0,622196.1,385696.0,74752,2262240,628441.7,10877.0,10624.0,10368,11808,445.0,cuLaunchKernel,__myl_ResTra_0xc03916d7cfa55338996dbe92c4283d8c_com
649196,649196,0,3,3,642506.7,637728.0,628544,661248,16867.6,16426.7,16384.0,15680,17216,768.9,613376.0,608352.0,599104,632672,17338.8,12704.0,12896.0,12224,12992,418.5,cuLaunchKernel,__myl_ResMulMea_0xae152563f1149376365003f94aabf3c4_com_vec
649196,649196,0,81,81,640996.0,391616.0,101440,2334816,644124.1,13617.0,13088.0,10112,27392,2468.1,615248.2,364704.0,70656,2310624,644661.2,12130.8,12192.0,9728,13216,616.6,cuLaunchKernel,__myl_ResMulMea_0x9a67bce87aa70b5a86539a0972d2e0f6_com_vec
649196,649196,0,4,4,639616.0,646928.0,586368,678240,38521.1,15176.0,15248.0,14592,15616,506.9,612856.0,619984.0,560512,650944,37900.5,11584.0,11344.0,11264,12384,536.1,cuLaunchKernel,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_0x84ef5602e3183b8229f8022d6e6eb74f
649196,649196,0,3,3,636778.7,244064.0,103520,1562752,804989.5,16725.3,16768.0,16224,17184,481.4,605930.7,212192.0,75136,1530464,803596.6,14122.7,15104.0,12160,15104,1699.7,cuLaunchKernel,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_0xdb3307c818c43e652e527c56f123786c_com_vec
649196,649196,0,3,3,631338.7,106400.0,101632,1685984,913352.8,18378.7,17280.0,16608,21248,2507.5,599797.3,76096.0,68672,1654624,913514.2,13162.7,13024.0,11712,14752,1524.7,cuLaunchKernel,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_0x9c020f3e6c1f94e17da10163a8e4f733_com_vec
649196,649196,0,3,3,621450.7,808704.0,135936,919712,424115.6,15488.0,15776.0,14528,16160,853.3,579712.0,766336.0,95200,877600,423271.6,26250.7,26208.0,26208,26336,73.9,cuLaunchKernel,_gemm_mha_v2_0x69db25f8b455550858c08191df7c4023
649196,649196,0,3,3,619424.0,649312.0,495040,713920,112459.3,16234.7,16640.0,15232,16832,873.6,576992.0,606848.0,452160,671968,112904.5,26197.3,26048.0,25824,26720,466.3,cuLaunchKernel,_gemm_mha_v2_0xf766752c8950edccd27d326ac8c5c5d0
649196,649196,0,9,9,612465.8,691776.0,336544,820608,197835.7,16199.1,15552.0,14048,20640,2129.7,338780.4,375264.0,83488,570880,192144.1,257486.2,236192.0,235456,300960,32351.3,cudaLaunchKernel,trt_ampere_h16816gemm_256x64_ldg8_tn_v1
649196,649196,0,3,3,611338.7,617120.0,594112,622784,15185.1,24277.3,23936.0,22880,26016,1595.6,564960.0,571072.0,549216,574592,13747.8,22101.3,22112.0,22016,22176,80.5,cuLaunchKernel,__myl_MovMulMeaAddSqrDivMulMulMinMaxRouCasMulMinMaxRouCasMulMinMaxRouCas_0xc7a30bf0a7462c13e72d54b03c27c3b2_com_vec
649196,649196,0,3,3,609984.0,695936.0,401248,732768,181706.3,16010.7,16096.0,15648,16288,328.4,567562.7,653440.0,358880,690368,181665.2,26410.7,26272.0,26112,26848,387.1,cuLaunchKernel,_gemm_mha_v2_0xccf3a8474acc5fc16b0ad4e1c69800bb
649196,649196,0,3,3,608266.7,103488.0,101728,1619584,875826.9,18869.3,19552.0,16448,20608,2162.4,576554.7,71072.0,70432,1588160,876076.0,12842.7,11808.0,11744,14976,1847.8,cuLaunchKernel,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_0x24a69f107a63616e3e844d5227fd6f6c_com_vec
649196,649196,0,6,6,603472.0,656880.0,103520,1246272,448132.6,16730.7,16816.0,13216,20224,2350.2,573541.3,626368.0,70912,1220672,449143.9,13200.0,13120.0,11872,14816,1070.7,cuLaunchKernel,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_0x2cc3c24a31f9b93e7da9ce04660164df_com_vec
649196,649196,0,27,27,596837.9,721472.0,220256,905984,260218.7,16977.8,16384.0,11904,28672,4309.1,558472.3,691328.0,157920,875872,266619.4,21387.9,18112.0,16768,47520,8668.2,cuLaunchKernel,__myl_ResConResRep_0x9d40828c020eb6bb972be950c35191c1_com
649196,649196,0,3,3,591242.7,590944.0,561504,621280,29889.1,17226.7,16864.0,15840,18976,1599.1,558965.3,559136.0,527168,590592,31712.3,15050.7,14944.0,14848,15360,272.2,cuLaunchKernel,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_0x0f05f340665da317c2be64fa415c473a_com_vec
649196,649196,0,6,6,579152.0,720992.0,156224,802880,270731.1,13205.3,12736.0,10880,17216,2589.5,540021.3,682400.0,120128,766272,270988.1,25925.3,25968.0,25056,26688,757.6,cuLaunchKernel,_gemm_mha_v2_0x122877a3036390a4bf8dcfb1427b867b
649196,649196,0,3,3,570400.0,601056.0,430976,679168,126904.1,17728.0,17440.0,16544,19200,1351.2,537813.3,568896.0,397216,647328,127920.3,14858.7,14720.0,14560,15296,387.1,cuLaunchKernel,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_0x69b2836c7bea850742d274e0c94ca89a_com_vec
649196,649196,0,3,3,559530.7,649504.0,339424,689664,191672.7,17450.7,17632.0,16288,18432,1083.4,529824.0,619616.0,308832,661024,192501.3,12256.0,12256.0,12160,12352,96.0,cuLaunchKernel,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_0xaa5ba99515f1ab5b5fe1bff8e1cdf965_com_vec
649196,649196,0,3,3,550464.0,688256.0,250144,712992,260378.7,20714.7,17760.0,16704,27680,6055.2,514741.3,656320.0,207424,680480,266418.6,15008.0,15040.0,14752,15232,241.6,cuLaunchKernel,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_0x0ded10591a9065a1ce867a2c40e34ad5_com_vec
649196,649196,0,3,3,517184.0,679904.0,106144,765504,358534.9,19146.7,18816.0,17792,20832,1546.7,482389.3,644448.0,71232,731488,358722.4,15648.0,16224.0,14080,16640,1373.8,cuLaunchKernel,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_0xa7a56a9ae5b9c92481e0f5772d53a4c2_com_vec
649196,649196,0,4,4,510216.0,656736.0,64480,662912,297182.0,37608.0,38096.0,35904,38336,1147.7,449392.0,596368.0,4064,600768,296910.1,23216.0,23216.0,22176,24256,854.1,cuLaunchKernel,__myl_CasGat_0xdee2c73dd5d0e0fe099a0774cba2143f
649196,649196,0,3,3,436885.3,437600.0,424128,448928,12415.4,20021.3,21312.0,16800,21952,2808.0,402634.7,401440.0,388160,418304,15107.5,14229.3,14208.0,13824,14656,416.4,cuLaunchKernel,__myl_MulMeaAddSqrDivMulMul_0x7950617bc96f544a93cba59dd9f0896c_com_vec
649196,649196,0,27,27,434538.7,550048.0,68800,733088,258560.7,13359.4,12768.0,10304,23232,2758.5,399576.9,512896.0,34784,697696,258780.2,21602.4,21248.0,20384,23296,790.8,cuLaunchKernel,__myl_AddSqrDivMulMulResSliSliNegConMulMulAddConResRepResTra_0x5aea462b6a819ceadd3ebb32874c078f_com
649196,649196,0,28,28,363283.4,477408.0,44480,676512,243711.2,14592.0,13536.0,11040,21344,2999.1,336156.6,453664.0,14624,652416,245777.4,12534.9,12512.0,12064,13664,331.5,cuLaunchKernel,__myl_MulMaxSubExpSumDivMul_0x1108f5a078d6e65507c06537b9b2e43f_com
649196,649196,0,3,3,252362.7,226400.0,194720,335968,74116.8,15978.7,15552.0,14944,17440,1301.6,211776.0,187040.0,152992,295296,74306.9,24608.0,24416.0,24288,25120,448.0,cuLaunchKernel,_gemm_mha_v2_0x1f788b071d831d329684abd45c8719fb
649196,649196,0,3,3,228042.7,230656.0,175936,277536,50850.4,21440.0,21536.0,20704,22080,693.0,164885.3,169568.0,109376,215712,53322.4,41717.3,41120.0,39552,44480,2517.7,cuLaunchKernel,__myl_CasResMulConSinResCosResAddSqrAddSqrDivMulDivMulMulResSliSliNegConMulMulAddConResRepResTraEtc_0x3beb58e4cd3dae3f69eebdbcbcc43980
649196,649196,0,3,3,196736.0,177792.0,149568,262848,58968.2,17877.3,17600.0,16224,19808,1808.0,166613.3,148000.0,120448,231392,57766.6,12245.3,12192.0,11648,12896,625.7,cuLaunchKernel,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_0xe71ebe1a59b22d4bca83cb15f0059a7c_com_vec
649196,649196,0,1,1,192512.0,192512.0,192512,192512,0.0,17920.0,17920.0,17920,17920,0.0,145952.0,145952.0,145952,145952,0.0,28640.0,28640.0,28640,28640,0.0,cuLaunchKernel,__myl_CasResMulConSinResCosResAddSqrAddSqrDivMulDivMulMulResSliSliNegConMulMulAddConResRepResTraEtc_0x3beb58e4cd3dae3f69eebdbcbcc43980_com
649196,649196,0,3,3,185696.0,203904.0,109856,243328,68573.6,15808.0,15936.0,15488,16000,279.0,144458.7,162272.0,68992,202112,68324.4,25429.3,25376.0,25216,25696,244.4,cuLaunchKernel,_gemm_mha_v2_0xbbc42f75034653fb101166ea3f96b8ac
649196,649196,0,3,3,184650.7,201728.0,110336,241888,67418.2,19690.7,19776.0,19232,20064,422.5,134784.0,151104.0,60448,192800,67668.5,30176.0,29856.0,29824,30848,582.2,cuLaunchKernel,__myl_CasResMulConSinResCosResAddSqrAddSqrDivMulDivMulMulTraSliSliNegConMulMulAddResSliRepResTraEtc_0xeeda8c3ad0b01a41e68bda37288b89cd_com
649196,649196,0,4,4,162744.0,157488.0,127328,208672,36035.7,15672.0,15248.0,15040,17152,1001.9,138936.0,133280.0,104320,184864,36075.4,8136.0,8112.0,7936,8384,219.2,cuLaunchKernel,__myl_MulMinMaxRouCas_0xf131f88ee6d7693232e76c9290134799
649196,649196,0,3,3,151338.7,150752.0,106592,196672,45042.9,16640.0,16224.0,16160,17536,776.6,120992.0,119456.0,78848,164672,42932.6,13706.7,14464.0,11584,15072,1863.3,cuLaunchKernel,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_0x8a866b4697691e17e265b1490eb77602_com_vec
649196,649196,0,4,4,132448.0,115168.0,92960,206496,51076.4,18144.0,17200.0,16416,21760,2446.7,106272.0,87648.0,68032,181760,51534.9,8032.0,7952.0,7904,8320,193.8,cuLaunchKernel,__myl_MulMinMaxRouCas_0xa49a3c4e66279a6886312b656336d70d
649196,649196,0,4,4,121744.0,112256.0,100640,161824,28621.5,16440.0,16416.0,15968,16960,469.1,93360.0,83840.0,73568,132192,27463.8,11944.0,11936.0,10368,13536,1819.9,cuLaunchKernel,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_0x5bd2afd5a5411fb85888be6c8200be17
649196,649196,0,4,4,115992.0,102272.0,101120,158304,28216.3,16584.0,17184.0,14400,17568,1482.0,88176.0,74592.0,73280,130240,28057.7,11232.0,10432.0,10400,13664,1621.4,cuLaunchKernel,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_0x028e232ad04f9dc415033ab5492ba131
