Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
59.9,10792256,5,2158451.2,12576.0,7712,6028736,2977537.3,cudaStreamSynchronize
18.5,3332064,252,13222.5,11584.0,9152,50208,4255.3,cuLaunchKernel
16.2,2915936,164,17780.1,16160.0,11136,49472,5221.4,cuLaunchKernelEx
2.9,526304,32,16447.0,13360.0,12576,39584,6491.1,cudaLaunchKernel
1.1,206208,88,2343.3,2080.0,1600,6176,654.8,cuEventRecord
1.0,184960,116,1594.5,1536.0,928,3872,389.3,cuStreamWaitEvent
0.3,51872,1,51872.0,51872.0,51872,51872,0.0,cudaMemcpyAsync
0.1,19136,4,4784.0,4288.0,4160,6400,1084.1,cudaStreamIsCapturing_v10000
